Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
IHG,40.11,49.32,3.4,,,260,146.6,147.4,30,67.98,1.55,,55.12,3.17,0.4,0.24,97.8,0.85,0.48,49.56,57.74,2.91,,,0.39,1.55,16.86,14.86,26.94,15.72,14.77,4.97,3.86,5.93,,13.92,4.27,1.6,21.59,22.92,7.79,,78.86,29.34,6.07,,13.51,,21.23,,25.22,24.96,1.19,3.33,,,,,23.78,,0.89,,,21.08,13.67,1.02,7.4,,0.85,14.11,252.48,41.79,,,17.13,,2.71,36.36,,,9,12959089667.5198,Hotels/Resorts/Cruise lines,Consumer Services
IHS,,66.87,,,,,,,14,78.52,,9.06,72.41,,0.63,0.11,3.58,1.25,14.26,101.85,60.16,,,,,,,,23.29,10.18,3.68,2.4,2.69,,,11.54,17.57,,,,,,6.89,42.1,0.95,,,,23.3,,,,,0.66,,,,,5.72,,,,,2.06,,,,,1.2,,,,,,9.33,,,,,,,1626408097.0,Engineering & Construction,Industrial Services
IIPR,60.06,62.71,,3,17.3,19.8,20.8,16.9,22.4,81.05,33.48,33.57,67.63,5.04,0.93,0.41,120.89,1.1,,313.09,,1.19,0.15,,1.27,6.05,20.26,14.69,13.8,,15.02,11.73,11.71,4.94,0.82,84.85,7.74,6.26,22.88,26.02,,,109.15,91.33,11.11,,52.73,,56.25,1.77,21.21,20.86,0.49,11.15,,,,14.98,13.14,1.28,,,,13.14,,0.83,0.89,1.78,1.1,6.88,13333.9,7.99,8.44,,7.62,,5.69,,,,6,2442562835.0,Real Estate Investment Trusts,Finance
ILMN,,63.62,,4,,,,,9.2,66.05,,,65.07,1.41,0.45,0.34,129.33,1.11,128.56,48.97,56.72,,2.03,,,,,,64.58,32.1,21.73,5.29,5.21,,0.24,8.06,1.73,,33.1,,78.56,4.24,183.88,62,0.69,,,,1.17,14.35,,140.58,,4.63,,,,,57.36,40.42,0.38,,,39.38,,,3.51,258.66,0.86,,,,,,0.67,,2.65,,,,8,23135544480.0,Biotechnology,Health Technology
IMAX,,64.98,3.3,,,,,,43.2,69.78,,17.47,65.31,1.77,0.38,0.32,21.19,1.88,85.45,57.65,214.71,2.6,1.06,,,,30.4,11.76,75.98,22.39,9.29,3.31,3.58,3.29,0.32,4.71,1.51,,20.14,,10.93,4.87,20.89,55.09,5.34,,5.97,,11.16,4.18,52.98,24.93,,3.19,,,,,68.78,2.69,0.82,,,20.34,,,3.58,6.52,1.73,2.59,13.99,7.21,7.88,,5.54,,1.96,706.33,,,7,1023580340.0,Electronics/Appliances,Consumer Durables
IMKTA,,38.4,2.1,23.8,,4.3,7.2,,10.9,26.82,0.76,,32.34,4.56,1.1,0.62,70.43,2.99,39.96,16.03,6.69,1.64,0.37,,0.06,0.96,6.73,4.49,15.85,,,,0.27,14.86,0.61,1.7,7.41,0.96,,21.57,,,87.89,23.51,9.29,,2.74,,3.6,0.86,8.39,8.81,0.53,0.23,,0.26,0.39,,13.53,0.58,1.03,,,4.81,8.12,0.82,0.45,0.86,1.49,6.45,12.74,10.78,10.73,,8.37,,2.27,8.67,,,10,1416127943.0,Food Retail,Retail Trade
IMO,26.29,60.05,10,12.4,30.1,125.5,,,44.2,52.04,5.6,13.98,59.4,4.1,0.26,0.47,74.65,1.4,24.18,55.14,37.6,0.48,0.18,,0.24,2.16,8.09,6.35,12.43,8.53,6.33,1.04,1.13,12.36,0.54,9.12,8.42,2.32,11.5,25.58,4.95,,65.87,15.47,107.1,,10.6,,13.51,2.27,10.56,10.91,0.32,1.12,,,,,12.43,1.06,1,,,8.86,10.55,0.44,0.77,2.29,1.03,12.39,21.98,19.56,22.64,,15.13,,2.28,24.64,,,9,34511741578.01074,Integrated Oil,Energy Minerals
IMVT,36.12,67.67,,2,,,,,,81.13,,,73.1,,12.44,,,13.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.71,,,,,,,,,,,,8.92,8.44,,,,,8.42,13.08,,,,,,,,0.02,,,,,2849948864.9999995,Biotechnology,Health Technology
INDI,,31.91,,,,12.3,,,90.3,46.51,,,33.05,1.02,1.21,0.61,4.08,2.66,102.74,53.26,78.32,,0.39,,,,,,,,,3.85,3.56,,0.59,,,,,,,36.65,14.61,41.46,,,,,,1.6,,,,2.89,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,1105730371.0,Semiconductors,Electronic Technology
INFA,25.01,47.66,,20.7,,,,17,4.6,78.63,,,58.59,1.86,1.28,0.6,24.37,2.03,,17.89,74.06,6.42,0.81,,,,60.24,28.1,26.31,14.82,7.07,4.89,4.98,1.66,0.45,18.94,4.18,,21.47,,14.6,7.19,21.46,79.58,0.76,,9.6,,7.24,3.2,46.38,23.63,,4.54,,,,,23.96,,,,,23.57,,,,,2.03,3.15,65.93,3.33,7.33,,,,,,,,,7042756013.000001,Packaged Software,Technology Services
INFY,28.25,68.29,0.8,5.7,19.4,12.6,12.6,4.3,17,86.65,5.56,7.29,72.64,9.97,0.5,4.08,22.34,1.89,,12.44,68.72,0.17,0.07,,0.72,2.46,20.01,20.01,31.62,21.98,19.83,4.69,4.84,5,0.58,15.44,3.14,2.46,29.36,13.44,8.5,7.92,20.88,30.2,130.11,,17.18,,20.88,9.23,29.01,29.01,2.09,4.93,,2.27,2.08,,32.11,3.64,1.17,,21.9,29.41,31.7,2.52,2.71,10.34,1.89,19.81,170.08,40.85,32.83,,24.38,,2.04,34.91,,,10,75486007221.84811,Information Technology Services,Technology Services
INGR,19.08,70.07,0.9,7.4,5.5,13.9,15.5,15.2,11.2,74.85,2.82,4.58,72.01,4.27,0.41,0.28,132.04,2.52,86.66,41.22,58.51,1.59,0.49,,0.33,2.36,10.51,8.55,9.79,9.7,8.18,1.31,1.29,9.51,0.52,13.18,11.84,2.36,13.76,13.77,4.89,,102.02,21.83,11.17,,8.47,,11.73,2.29,13.5,14.03,3.6,1.14,,,,,8.68,1.47,1.15,,,6.8,9.1,1.48,1.34,3.47,1.51,8.75,24.03,15.98,18.19,,11.65,,7.98,17.7,,,10,6538643372.000001,Food: Specialty/Candy,Consumer Non-Durables
INMD,,41.89,,40.8,,38,37.2,29.8,32.7,47.15,,,42.34,8.75,7.46,128.59,15.49,8.63,225.16,67.55,33.09,0.04,0.01,,,,3.71,3.69,2.8,3.29,3.27,1.18,1.19,26.95,0.87,40.41,14.25,,8.06,30.52,,,32.04,82.27,,,35.81,,32.18,1.57,8.9,7.82,0.2,3.17,,,,,7.75,0.74,,1.9,1.61,7.72,8.29,0.31,0.55,1.57,8.09,18.01,465.89,17.67,19.93,,115.6,,7.26,,,,7,2829043449.0,Medical Specialties,Health Technology
INNV,12.75,57.64,,43.1,,,,,6.6,61.38,,20.66,58.2,3.38,0.81,0.89,6.07,1.25,,29.72,17.98,,0.4,,,,,,,,,,1.17,,0.53,,,,178.53,,,11.75,6.66,16.73,,,,,,3.03,,,,1.15,,,,,,,,,,,,,,6.07,1.25,,,,,,,,,,,,2,1031314318.0,Packaged Software,Technology Services
INSM,252.33,60.3,,,,,,,8.9,63.08,,180.96,60.49,0.92,2.38,1.02,78.99,2.71,408.35,279.67,41.14,,31.36,,,,,,,,,36.92,40.18,,0.02,,,,,,26.56,48,28.16,77.61,,,,,,343.52,,,,35.54,,,,,,,,,,,,,,,2.53,,,,,,,,,,,,,3826518169.0,Pharmaceuticals: Major,Health Technology
INSP,,64.13,,31.7,,34.6,31,,68.9,55.45,,,63.84,38.35,6.7,17.94,186.35,9.25,128.79,133.85,38.99,33.26,0.04,,,,,7016.75,,504.52,336.79,6.5,7.33,,0.88,,,,1179.43,,,21.91,450.09,84.83,,,0.85,,,8.75,1040.72,1040.72,101.04,7.9,,,,,,20.02,,15.9,10.75,186.4,,,32.02,8.7,8.35,0.9,,,1.05,,,,,,,,,6187198837.0,Medical Specialties,Health Technology
INST,,49.7,,4.1,,,,,,73.51,,0.84,52.54,1.23,0.29,0.11,23.41,0.92,,31.04,78.82,7.45,0.97,,,,1648.34,27.31,40.28,,,,7.59,0.06,0.43,18.84,3.28,,27.51,,10.44,13.54,30.6,65.11,,,,,,2.7,,41.8,,5.7,,,,,29.82,,,,,28.14,55.74,,,,0.92,,11.57,0.13,,,,,,,,,,3520573652.0,Packaged Software,Technology Services
INSW,25.71,37.58,,0.4,110.5,60.2,56.9,18.6,13.4,43.42,4.2,13.64,38.72,3.33,1.58,0.24,49.97,3.89,0.89,27.73,2.83,1.02,0.39,,0.22,4.2,5.27,4.26,8.09,4.93,3.98,2.85,2.98,18.98,0.71,36.78,15.17,12,4.59,,0.75,,50.46,55.49,9.31,,50.7,,50.56,1.32,4.76,5.25,,2.41,,,,,6.56,0.55,,,,4.14,4.61,,0.85,1.32,3.87,20.03,29.04,24.01,29.95,,21.97,,14.77,23.57,,,3,2003007393.0,Marine Shipping,Transportation
INTA,5.02,74.51,,,,20.5,,,,87.46,,,80.63,5.25,0.69,10.63,43.26,1.14,,30.38,70.58,,0.05,,,,,,50.05,50.9,39.92,6.01,6.92,,0.55,13.56,1.84,,74.85,,33.68,14.87,36.3,71.28,,,,,,7.87,,196.32,,7.08,,,,,52.44,18.97,,,240.33,45.53,,,,41.2,1.14,,,,,,,,,,,,,2449734412.0,Packaged Software,Technology Services
INTC,1.46,35.75,,7.8,,,,,,52.88,1.9,,39.84,1.48,0.91,0.55,20.12,1.59,129.57,99.88,20.79,4.77,0.46,,0.43,2.51,111.3,10.37,,119.49,10.44,2.21,2.09,0.9,0.56,,,2.51,42.41,,,5.39,31.23,41.42,0.5,,1.77,,0.92,0.75,87.39,17.48,,1.56,,,,,,0.9,0.52,,,7.44,,,0.67,1.03,1.24,0.51,1.07,0.63,0.92,,22.19,,,5.69,,,10,158641444473.00003,Semiconductors,Electronic Technology
INTU,32.1,63.26,,46.7,13.7,15.9,27.7,25.2,20.4,80.7,1.05,,69.46,10.58,0.76,0.72,665.29,1.5,,83.08,14.83,1.37,0.35,,0.29,0.54,47.79,39.96,37.39,26.09,25.16,10.42,11.97,2.09,0.59,32.01,2.72,0.54,34.74,18.76,15,12.47,613.45,78.53,13.89,,19.43,,24.15,9.92,61.37,54.67,3.64,11.95,,1.77,1.39,,37.3,,1.31,,,35.55,61.25,3.27,2.79,,1.5,10.49,271.83,16.38,17.55,,12.17,,2.22,95.45,,,10,150802031689.0,Packaged Software,Technology Services
INVH,9.37,56.97,,3.4,30.1,7.9,37.5,15.2,6.5,74.85,8.55,9.6,61.79,1.68,2.12,0.09,35.94,3.45,,,9.1,5.58,0.85,,2.54,3.06,35.74,19.49,32.22,40.73,20.59,11.45,11.74,2.8,0.52,36.45,4.21,3.11,50.48,9.26,10.65,4.93,37.83,59.27,2.02,,18.77,,28.35,2.19,46.68,67.05,11.76,8.63,,,,22.32,23.61,2.59,,,,19.11,20.79,11.56,1.46,2.25,3.45,2.49,363.83,4.43,4.69,,3.96,,,1797,,,5,21595936192.0,Real Estate Investment Trusts,Finance
IONQ,,53.95,,103.4,,,,,,70.45,,,58.55,17.15,9.15,16.94,7.31,13.15,410.6,147.68,58.8,,0.04,,,,,,,,,34.96,44.81,,0.9,,,,,,,92.37,23.91,54.47,,,,,,3.58,,,,51.8,,,,,,,,6.9,4.46,,,,,3.5,12.53,,,,,,,,,,,,,3460328599.9999995,Computer Processing Hardware,Electronic Technology
IONS,28.71,53.55,,,,,2.8,,1.7,65.76,,15.08,55.25,1.57,6.79,1.44,47.52,7.61,874.5,492.14,,,5.47,,,,,,,,,10.13,7.88,,0.1,,,,,,,,39.73,98.58,,,,,,26.27,,,,8.44,,,,,,,0.78,,,,,,43.2,26.25,7.51,,,,,,,,,,,,3,6150127323.0,Pharmaceuticals: Major,Health Technology
IOSP,24,42.98,,6.3,10.7,31.5,33.5,3.5,17.4,57.54,2.02,3.58,46,6.07,0.72,4.99,111.78,2.63,88.92,43.28,61.45,0.22,0.04,,0.24,1.3,14.23,11.59,17.5,,11.65,1.42,1.37,7.03,0.7,7.82,5.33,1.33,16.73,12.1,,,114.66,30.39,,,7.9,,9.62,2.33,18.67,18.3,5.08,1.51,,1.47,1.51,,18.83,1.75,1.05,,7.55,12.93,16.37,2.16,1.45,3.75,1.69,8.94,29.21,13.82,13.03,,12.68,,1.4,23.97,,,10,2656681839.0,Chemicals: Major Diversified,Process Industries
IOVA,30.56,69.68,,,,0.2,,3.6,,81.86,,,74.64,6.77,4.41,5.05,11.62,5.15,115.29,199.98,89.16,,0.11,,,,,,,,,20.37,99.47,,0.8,,,,,,61.5,630.81,0.0,,,,,,,4.49,,,,100.43,,,,,,,,15.92,12.1,,,,,7.31,4.85,,,,,,,,,,,,,1305782978.0,Biotechnology,Health Technology
IP,37.67,66.15,4.2,6.5,,4.6,0.3,,6.9,82.02,3.59,34.79,71.8,2.31,0.25,0.18,47.96,1.59,50.23,64.62,57.06,2.79,0.69,,1.05,3.85,34.37,10.21,29.24,21.2,10.97,1.14,1.16,2.91,0.37,3.97,4.43,3.85,30.39,6.61,22.15,2.92,36.05,27.77,1.19,,2.34,,2.77,1.94,39.31,27.1,,0.91,,,,,22.74,1.93,1.07,,,9.74,25.31,,0.77,3.09,1.17,1.86,5.34,3.23,5.12,,6.47,,4.11,12.93,,,10,11847010277.999998,Containers/Packaging,Process Industries
IPAR,,45.79,,8.8,96.4,50.5,56,,34,39.85,6.86,,42.36,7.99,0.23,0.42,122.33,2.58,286.35,72.75,73.08,0.69,0.26,,0.62,2.24,16.85,15.51,206.61,,15.46,2.84,3.02,5.93,0.53,1.46,0.51,2.44,23.82,20.56,10.59,10.28,141.59,63.9,20.87,,10.38,,17.53,5.47,27.85,27.64,1.21,2.91,,1.07,15.7,,196.37,3.32,1.06,,18.62,54.13,,1.1,4.05,9.01,1.27,10.36,41.24,23.65,20.31,,19.12,,2.41,48.05,,,10,4429269926.0,Household/Personal Care,Consumer Non-Durables
IPG,,62.24,1.1,12,6.7,31.8,12.8,,7,76.96,5.9,,66.97,1.9,0.19,0.36,31.66,1.06,,282.35,227.5,2.25,1.13,,0.47,4.05,8.84,7.63,15.76,10.09,8.5,1.55,1.35,11.31,0.23,8.53,7.83,4.18,11.14,20.72,,,32.58,17,6.18,,9.46,,13.63,3.12,11.73,11.53,0.99,1.1,,0.54,0.9,,13.04,,1,,,11.02,14.16,0.97,0.82,,1.06,5.88,92.79,18.91,27.2,,11.58,,7.18,15.22,,,10,11832892356.000002,Advertising/Marketing Services,Commercial Services
IPGP,,42.62,4.6,2.4,,1.6,10.3,2.2,6.8,68.03,,4.04,49.18,10.8,5.59,61.08,69.78,9.02,246.3,16.59,68.4,0.1,0.01,,,,18.64,11.77,10.71,,,2.15,1.9,5.36,0.9,17.7,6.36,,25.28,,,,85.47,39.71,,,12.67,,10.17,1.37,23.13,23.39,,2.92,,,,,16.5,1.21,0.54,3.76,2.09,10.81,22.54,,0.88,1.41,6.91,5.34,10,4.66,5.96,,6.51,,10.58,12.91,,,10,4739545016.0,Semiconductors,Electronic Technology
IQV,14.58,60.33,1.7,2.4,,18,81.7,5.3,11.4,70.73,,,62.83,2.46,0.25,0.13,244.96,0.85,,101.06,33.5,4.03,2,,,,25.95,17.03,31.09,23.33,17.49,3.66,3.75,3.85,0.25,12.06,4.09,,21.86,18.61,11.19,5.62,240.42,35.1,3.04,,9.39,,13.84,6.65,31.81,23.31,1.58,2.99,,1.25,0.98,,24.75,,1.14,,,18.52,27.58,1.53,1.71,,0.85,5.4,273.83,11.06,23.16,,8.27,,,56.57,,,10,38768813501.0,Services to the Health Industry,Health Services
IR,49.51,47.42,1.2,3.6,,47.7,124.1,10.9,17.4,53.92,0.09,10.09,48.52,3.75,0.6,0.22,90.14,2.18,99.1,65.66,64.5,2.79,0.48,,0.02,0.09,32.38,23.57,31.1,29.07,21.63,5.55,5.76,3.09,0.56,18.52,3.58,0.09,27.15,22.21,10.47,6.76,73.65,43.49,8.33,,11.73,,19.48,3.66,44.62,27.82,2.28,5.19,,,,,28.03,,,,,25.3,27.89,1.11,2.28,,1.52,5.22,75.96,8.87,8.5,,8.15,,,237.21,,,6,26649926026.000004,Industrial Machinery,Producer Manufacturing
IRDM,,46.72,2.9,,,11.3,,6.3,12.5,40.85,2.04,,44.78,1.4,0.54,0.04,26.44,2.25,129.43,34.46,43.38,4.12,2.1,,0.74,2.04,27.86,11.86,18.55,,14.03,5.82,5.96,3.59,0.29,32.14,8.19,2.12,32.56,20.98,113.34,3.44,55.6,71.96,1.71,,11.08,,21.06,3.98,36.72,36.72,3.4,4.15,,,,,12.94,2.94,0.85,,,10.64,15.55,2.52,1.33,5.3,1.52,3.25,7.47,6.56,9.92,,6.86,,9.51,110.17,,,6,5946159110.999999,Specialty Telecommunications,Communications
IRON,,64.2,,,,18.1,27.6,23,,73.25,,,68.95,,24.66,,,25.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,3.02,2.97,,,,,2.96,25.02,,,,,,,,,,,,,1212510258.0,Biotechnology,Health Technology
IRT,19.7,61.85,,30,4.7,3.1,30.2,9.1,9.6,67.93,2.55,25.53,63.14,1.02,0.02,0.01,19.75,0.14,,146.85,,7.67,0.66,,2.75,3.26,89.62,22.72,51.1,,,10.4,10.2,1.12,0.57,19.96,2.94,3.26,66.72,5.17,12.05,2.16,18.62,58.31,1.66,,,,21.24,1.31,,84.76,21.73,6.81,,,,16.58,34.08,2.22,1.4,,,17.01,38.85,,1.3,1.31,0.14,,43.72,1.4,,,2.02,,8.02,50.64,,,8,3648958263.0,Real Estate Investment Trusts,Finance
IRTC,,37.22,,,,,,,19.1,57.04,,,41.38,1.43,5.74,0.76,69.84,6.92,29.99,17.3,45.92,,7.43,,,,,,,,,4.08,4.44,,0.11,,,,,,38.55,18.06,138.9,67.19,,,,,,21.96,,,,4.06,,,,,,,,,,,,,,22.17,6.76,,,,,,,,,,,,,2768182882.0,Medical Specialties,Health Technology
IRWD,,41.97,0.9,,,,,4.3,5.5,60.26,,,45.84,,2.32,0.17,4.7,3.92,,,91.63,5.27,,,,,11.16,10.97,9.11,,,,3.33,8.96,,36.54,19.54,,9.38,,,7.91,11.48,,3.79,,2.3,,31.56,,117.25,42.64,,2.02,,,,,5.43,,0.38,,,5.41,7.21,,0.73,,3.92,1.89,181.12,46.94,,,2.36,,,,,,4,1301283468.9999998,Pharmaceuticals: Major,Health Technology
ISRG,60.58,70.34,0.1,11.1,,18.6,24.8,,18.2,88.2,,18.52,76.72,57.88,3.2,,490.55,5.15,176.16,28.31,46.92,,,,,,86.26,70.02,401.55,59.67,51.12,20.76,22.24,1.16,0.88,5.54,0.24,,73.82,11.86,16.03,15.03,375.7,66.86,,,27.65,,25.79,11.85,84.27,81.2,7.59,23.27,,3.58,33.76,,421.32,6.63,1.51,61.94,30.51,106.04,367.09,7.24,6.31,12.16,4.22,13.68,45.12,14.19,15.77,,20.25,,,128.38,,,10,103839363738.0,Medical Specialties,Health Technology
IT,41.81,55.01,4.1,,,36,42.2,13.2,17.6,50.15,,4.02,53.69,5.54,0.36,0.42,477.39,0.9,,11.8,84.09,2.13,4.53,,,,32.84,28.13,38.56,30.58,25.29,6.2,6.4,3.05,0.09,16.59,2.73,,41.21,22.38,15.39,7.93,412.3,67.78,9.54,,13.67,,18.9,57.24,45.47,41.53,1.4,6.25,,1.27,1.12,,37.5,,1.65,,,33.8,45.09,1.66,2.8,,0.9,11.03,188.44,29.45,129.55,,12.77,,2.76,88.57,,,10,27599863055.000004,Internet Software/Services,Technology Services
ITGR,53.97,58.91,,5.7,,7.4,27.3,,13.4,74.46,,28.95,63.98,2.84,0.17,0.03,123.62,3.29,73.73,34.11,51.56,4.33,0.78,,,,29.99,18.9,80.77,,,3.02,3.17,3.33,0.5,3.93,1.58,,23.26,2.97,13.45,8.06,99.53,26.67,4.03,,6.31,,12.19,2.67,40.4,26.52,,2.53,,,,,64.4,,1.35,,,22.59,60.91,,2.09,,1.96,3.54,21.78,6.37,7.02,,6.18,,,46.47,,,9,2708612955.0000005,Medical Specialties,Health Technology
ITRI,55.61,50.06,,12.6,,25.7,22,10.8,,61.73,,38.78,52.88,2.57,1.72,0.73,100.23,3.16,66.17,50.22,44.92,4.23,1.02,,,,19.61,16.1,32.95,,17.67,2.01,2.05,5.1,0.38,6.23,3.25,,22.29,,15.12,5.88,73.28,34.01,28.03,,7.98,,10.14,3.63,24.74,21.5,,1.99,,,,,31.68,5.82,1.64,,,26.47,53.64,,2.51,35.54,2.61,6.91,71.04,11.38,14.75,,9.67,,,1001.9,,,5,2879450846.0,Electronic Equipment/Instruments,Electronic Technology
ITT,46.72,52.18,1.7,7.8,19.7,15.9,17.6,6.8,11.8,57.71,2.11,12.24,53.4,5.96,0.34,0.67,134.92,1.55,92.52,68.4,70.97,0.92,0.25,,0.22,0.91,19.54,16.15,25.43,17.48,14.65,3.11,3.25,5.12,0.58,12.78,4.02,0.95,23.03,13.08,11.21,5.94,112.18,34.1,29.24,,12.47,,16.44,4.28,25.75,24.01,3.2,3.2,,1.47,1.79,,25.11,3.31,1.68,,119.4,20.05,25.68,2.2,2.44,10.27,1.1,10.58,49.3,19.57,17.39,,14.23,,2.11,35.41,,,10,8159918798.0,Industrial Machinery,Producer Manufacturing
IVT,18.24,65.15,2,,65.5,20,,10.2,11.6,65.5,3.12,6.78,64.96,,0.68,0.05,28.23,1.24,,187.35,44.9,5.07,0.53,,13.6,3.12,59.91,16.81,26.36,,16.82,,10.25,1.67,0.62,38.88,5.33,3.2,403.29,8.18,,,26.69,70.59,0.98,,2.46,,14.31,1.25,313.67,434.31,,7.34,,,,16.37,18.84,5.1,1.2,,,15.09,18.83,,0.92,1.35,1.24,0.26,,1.84,0.41,,1.58,,2.35,21.88,,,8,1655193010.0,Real Estate Investment Trusts,Finance
J,9.57,61.36,1,5.1,0.9,28.5,25.8,8.3,7.9,77.58,0.95,2.4,66.75,3.28,0.27,0.34,148.62,1.14,,31.54,32.9,2.61,0.54,,0.22,0.76,19.78,15.29,21.75,14.12,12.44,1.43,1.23,5.06,0.44,5.64,5.17,0.78,16.52,22.91,19.96,2.25,144.64,21.14,5.78,,3.72,,6.04,2.79,29.37,29.26,1.24,1.11,,,,,19.6,,1.13,,,17.4,21.86,1.21,1.74,,1.14,4.23,137.14,9.5,9.55,,6.92,,5.37,35.81,,,10,16648818500.000002,Data Processing Services,Technology Services
JACK,,45.97,4.6,,13.6,16,21.4,8.2,22.9,41.54,4.09,,44,1.7,0.05,0.01,50.95,0.43,1.81,29.18,22.62,43.5,,,0.35,3.49,154.85,56.86,,16.2,12.62,2.69,3.38,0.65,,,,3.49,7.16,15.22,8.49,,99.04,30.06,3.2,,,,16.5,,,13.35,1.14,0.84,,,,,,,0.39,,,18.25,,2.39,2.24,,0.42,,1.48,1.11,,,12,,7.95,10.85,,,10,1448376727.9999998,Restaurants,Consumer Services
JAMF,14.46,59.46,,,,,,,22,70.19,,,63.33,1.37,0.49,0.55,17.89,0.91,,54.64,62.01,,0.53,,,,,,57.16,,,4.04,4.21,,0.45,7.31,1.91,,30.9,,,13.13,24.86,77.35,,,,,,3.29,,,,3.75,,,,,51.15,,,,,46.98,,,,,0.91,,,,,,,,,,,,,2158295807.0,Packaged Software,Technology Services
JAZZ,,58.63,,,,13.8,,16.5,8.4,64.87,,,60.67,1.4,1.27,0.34,114.55,2.37,525.51,86.08,62.53,4.77,1.54,,,,19.17,8.95,10.69,9.09,7,2.69,2.78,5.22,0.33,26,14.37,,5.89,10.29,49.1,5.74,144.47,89.39,2.18,,10.1,,15.05,1.88,19.68,7.56,,2.02,,,,,7.7,,0.48,,,7.3,19.48,,0.66,,2.02,3.49,54.58,5.75,10.84,,8.88,,0.27,23.28,,,8,8364731509.0,Pharmaceuticals: Major,Health Technology
JBGS,19.21,62.73,10.6,,,8.5,13.8,,8.4,75.15,4.33,1.4,65.9,0.21,1.11,0.06,17.28,2.9,,164.85,134.5,18.91,1.33,,,4.33,,28.26,,,,,6.94,,0.38,,,4.08,,,,,21.33,50.96,0.24,,,,4.12,0.75,,,,2.8,,,,11.49,,,,,,10.48,,,5.16,0.77,2.9,,,,,,0.45,,12.55,192,,,6,1570209077.0,Real Estate Investment Trusts,Finance
JBHT,,63.16,0.8,17.3,15.9,12.7,13.7,,10.8,74.13,1.78,,67.65,5.51,0.03,0.04,173.38,1.21,1.5,26.86,38.54,0.93,0.36,,0.29,0.98,22.67,12.06,94.2,21.23,12.36,1.56,1.57,4.41,0.48,1.66,1.16,0.99,30.65,14.02,10.43,3.13,167.77,16.95,11.67,,4.9,,6.85,4.34,29.84,29.84,2.31,1.48,,1.67,7.01,,87.5,2.48,0.96,,,12.22,70.9,2.37,2.82,4.63,1.21,7.19,14.18,12.71,14.9,,9.69,,1.95,26.67,,,10,20086058875.0,Trucking,Transportation
JBI,19.68,37.54,,50.7,,26.9,32.8,24.4,21.7,51.83,,,39.09,3.14,0.76,0.18,10.92,2.82,32.47,35.69,60.83,2.18,1.08,,,,8.98,7.63,13.23,9.69,8.08,2.08,2,11.14,0.42,15.12,9.86,,10.65,,11.41,4.28,11.53,43.27,4.2,,12.51,,22.69,2.89,12.42,11.88,,1.55,,,,,10.25,,,,,9.12,,,,,2.47,9.89,115.79,20.03,25.84,,15.77,,6.18,,,,4,1484421495.0,Building Products,Producer Manufacturing
JBL,9.66,53.09,4.4,21.9,,30.5,43.8,43.2,13.3,70.73,0.29,,59.04,3.17,0.22,0.75,107.14,1.13,67.91,74.47,40.78,1.17,1.43,,,0.29,6.4,4.72,12.66,8.03,5.51,0.46,0.43,15.63,0.13,3.41,8.53,0.29,11.78,23.32,7.28,,78.41,9.15,8.26,,4.63,,5,5.59,9.75,0.8,0.04,0.46,,0.02,0.39,,13.37,0.56,1.73,,,7.44,7.54,0.03,2.43,8.68,0.74,7.57,56.59,31.85,53.74,,15.57,,17.41,29.11,,,10,13881281886.0,Electronic Components,Electronic Technology
