Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
AGIO,,64.39,7,28.8,,,,3.5,,78.99,,,70.2,5.8,,11.08,8.58,12.06,1563.17,1687.25,28.04,,0.09,,,,,,,,,10.64,32.44,,0.88,,,,,,,,79.26,88.73,,,,,,,1.58,,,,56.72,,,,,,,,2.67,2.41,,,,,1.58,11.76,,,,,,,,0.91,,,,1,1454238439.0,Pharmaceuticals: Major,Health Technology
AGL,,43.12,,,,,5.8,,47.5,64.76,,,52,2.62,,0.43,10.9,1.5,,87.34,85.41,,0.06,,,,,,,,,0.36,0.56,,0.38,,,,169.49,,,,47.03,4.18,,,,,,,3.17,,,,0.65,,,,,,,,,5.01,,,,,3.85,1.5,,,,,,,,6.6,,,,,7602789688.0,Medical/Nursing Services,Health Services
AGR,,42.7,,0.7,,,8.4,,,45.86,5.89,,42.86,0.61,,0.02,0.01,0.78,30.45,103.51,67.08,5.77,0.57,,1.28,5.79,28.67,11.73,,19.25,9.66,2.65,2.77,3.49,0.46,,,5.79,13.68,,2.87,3.52,49.21,30.69,1.84,,,6.55,,8.52,0.6,22.01,22.01,7.34,1.43,,,,,,0.85,,,,13.1,,,2.71,0.73,0.66,1.3,2.51,2.14,2.76,,1.76,,,11.91,,,9,13401612433.0,Electric Utilities,Utilities
AGRO,40.63,38.28,2.6,7.2,,17.4,91,38.6,17.5,31.98,3.35,6.09,36.17,1.4,,0.61,0.27,1.89,217.27,60.98,27.31,2.37,1.16,,0.23,3.33,6.36,3.43,8.22,,,,1.51,15.72,0.38,18.31,24.58,3.33,,25.2,,,12.07,35.1,1.95,,,10.45,,18.13,0.83,7.23,6.87,0.29,0.75,,0.2,0.12,,4.09,0.51,0.66,,,2.19,4.65,0.44,0.49,0.86,1,4.63,13.29,12.84,12.49,,6.73,,,25.87,,,6,1261573727.0,Agricultural Commodities/Milling,Process Industries
AGTI,,49.39,,15.3,,3.5,,77.9,9.4,59,,,51.77,1,,0.14,0.03,1.63,35.28,31.97,66.9,4.87,1.24,,,,31.12,8.65,21.71,23.92,7.68,1.7,1.78,3.21,0.39,8.19,9.84,,13.26,,,5.41,18.61,35.48,0.94,,,,,6.1,1.03,,67.83,,0.81,,,,,10.25,,,,,5.29,,,,,1.25,,13.01,2.98,,,3.36,,2.98,,,,2,1052106559.0000002,Other Consumer Services,Consumer Services
AGYS,,65.86,,12.4,,,,50.5,3.4,81.62,,7.13,71.79,14.19,,1.27,4.81,2.01,34.75,39.59,50.25,0.94,0.11,,,,112.38,90.61,97.45,,,8.54,10.2,0.89,0.66,10.47,0.96,,,,,,76.18,60.56,,,,38.27,,6.99,10.75,28.37,87.03,,10.46,,,,,101.02,7.29,3.48,,36.79,68.38,125.52,,6.97,13.76,1.94,32.52,61.19,10.96,53.19,,41.84,,0.02,,,,3,1743842454.0,Packaged Software,Technology Services
AHCO,,54.21,,,,4.2,,,,61.68,,,57.48,0.54,,0.13,0.02,1.31,16.64,32.04,42.83,32.37,1.33,,,,,45.21,105.14,12.34,4.89,0.96,1.04,,0.37,0.99,3.02,,10.74,,,6.48,24.38,11.64,1.24,,,,,5.13,0.58,,,,0.31,,,,,31.02,,,,,2.43,,,,,1.05,,,,,,3.16,,3.62,,,,3,1325672585.0,Finance/Rental/Leasing,Finance
AHH,,46.69,,4.7,,12.5,,10.7,11.6,53,5.16,2.66,46.58,0.52,,0.09,0.02,0.68,,93.31,66.73,8.19,2.33,,2.95,6.51,24.7,13.48,20.37,,,,3.86,4.05,0.25,18.93,14.56,6.55,51.81,23.79,,,19.7,27.7,1.39,,,5.71,,11.8,1.8,34.03,45.63,5.37,1.3,,,,10.26,6.91,2.26,0.74,,,6.91,,4.28,0.49,2.5,0.68,1.51,109.64,4.64,5.53,,3.21,,,19.52,,,10,1013704413.0,Real Estate Investment Trusts,Finance
AI,25.83,60.48,,,,,,,4.5,80.36,,,68.38,11.22,,6.68,288.96,8.16,,84.02,163.8,,,,,,,,,,16.55,7.02,8.63,,0.85,,,,,,,14.7,31.73,60.97,,,,,,,3.74,,,,10.78,,,,,,,,5.66,4.41,,,,,3.74,8.16,,,,,,,,,,,,,3138240623.0,Packaged Software,Technology Services
AIN,,51.9,1.3,8.7,6.4,,,,0.3,62.27,1.47,,54.73,4.02,,0.71,0.35,3.53,80.05,36.62,69.62,2.04,0.54,,0.31,1.11,18.33,12.85,73.59,,,,2.83,5.46,0.51,3.85,1.49,1.15,,3.88,,,100.17,36.68,9.92,,,9.04,,15.01,3.09,28.67,27.77,3.7,2.61,,1.43,5.84,,67.41,2.24,1.14,,,21.02,40.32,,1.86,4.08,2.78,5.88,24.71,11.42,11.24,,8.77,,,31.03,,,10,2822970018.0,Textiles,Process Industries
AIR,15.48,58.76,0.2,7,,24.5,52.8,53,,73.98,,,65.44,4.06,,0.17,0.19,3.14,124.26,37.51,33.34,2.54,0.3,,,,23.4,17.98,87.28,,,1.02,1.13,4.27,0.59,1.3,1.26,,15.24,7.62,,5.75,55.94,18.77,6.48,,,3.14,,6.27,1.94,32.77,29.51,7.77,0.99,,,,,79.45,1.79,1.39,,5.85,36.36,,4.67,1.85,2.45,1.44,3.76,13.77,7.21,6.22,,7.81,,,49.03,,,10,2089174386.0,Aerospace & Defense,Electronic Technology
AIRC,,32.1,,,,5,65.8,106.7,,17.31,5.6,1.77,24.84,1.27,,0.21,0.03,0.26,,,,2.01,1.25,,0.28,5.74,9.45,6.67,41.15,36.54,13.46,8.47,9.47,10.58,0.39,23.01,4.09,5.74,204.08,,,3.36,45.48,66.76,1.17,,,117.93,,18.63,1.84,7.42,,,5.67,,,,15.06,24.91,,0.87,,,12.71,4.44,,1.59,1.86,0.26,15.02,397.06,21.06,45.55,,2.32,,5.43,8.09,,,9,4879609414.0,Real Estate Investment Trusts,Finance
AIT,16.45,68.91,,20.1,3.1,50.1,42.6,4.5,10.6,77.71,0.89,16.91,72.1,7.35,,0.92,0.69,3.75,59.79,31.11,55.99,1.09,0.37,,0.15,0.74,14.8,13.37,18.32,,,,1.64,6.76,0.58,8.95,5.5,0.79,,23.42,,,139.08,29.44,31.74,,,8.39,,10.93,4.52,19.72,19.83,1.39,1.63,,1.1,1.04,,18.43,2.85,1.84,,14.33,17.41,18.19,0.95,2.08,9.2,2.59,13.96,46.98,22.44,25.72,,17.96,,1.77,41.39,,,10,6082217492.999999,Wholesale Distributors,Distribution Services
AIU,,44.35,,,,,,,,39.14,,,42.04,,,1.05,1.17,1.05,,,,7.19,21.52,,,,4.14,4.14,4.45,,,,1.83,24.15,0.04,41.19,17.7,,,,,,54.6,47.56,3.56,,,2141.78,,41.94,16.33,0.06,4.12,,1.59,,,,,3.28,1.69,,16.33,16.33,3.28,0.06,,0.17,16.33,1.05,899.45,54158.49,,,,4.12,,,,,,6,18188215749.0,Miscellaneous Commercial Services,Commercial Services
AIV,2.36,47.29,0.5,2.7,,62,,,9.4,49.41,,,46.33,0.29,,0.86,0.08,1.56,,,7.3,,2.43,,,,,,,,,,12.45,,0.23,,,,,,,,8.08,61.01,0.23,,,,,4.46,2.1,,,,6.06,,,,25.11,,,,,,55.03,,,,2.15,1.56,,,,,,0.37,,25.24,,,,3,1085061596.0,Real Estate Investment Trusts,Finance
AJG,16.97,59.22,,16.3,5.9,14.7,28.5,17.8,2,72.45,1.22,1.1,63.91,1.15,,0.03,0.12,1.03,,1189.34,226.32,3.82,0.77,,0.28,0.92,39.62,26.95,23.56,16.54,15.73,5.04,5.83,2.52,0.21,24.75,4.81,1,23.42,17.7,,14.03,194.91,42.12,6.25,,,9.63,,18.41,4.8,53.79,30.03,1.84,5.19,,1.28,0.83,,20.82,,2.61,,,19.36,22.38,1.9,2.12,,1.03,1.99,72.89,7.96,9.58,,3.44,,,58.54,,,10,49596549950.00001,Insurance Brokers/Services,Finance
AKAM,34.99,78.2,1.1,7.3,,8.2,6.1,19,8.6,89.72,,12.34,82.84,3.26,,1.16,0.21,2.3,,39.85,48.09,3.72,1.04,,,,35.61,18.77,38.21,25.18,13.87,5.54,6.06,2.81,0.45,15.86,3.07,,18.62,13.96,14.55,7.42,117.75,60.59,54.69,,,13.76,,18.35,4.48,38.65,21.79,1.43,5.34,,1.08,1.85,,33.61,4.3,1.05,,,15.35,50.54,2.02,1.7,19.07,2.3,6.06,24.55,8.29,12.05,,7.91,,1.83,43.95,,,10,15854040123.0,Data Processing Services,Technology Services
AKO.A,,45.86,,3,22.5,18.2,16.4,29.4,17.4,43.65,16.2,,44.55,2.07,,0.54,0.37,1.42,53.62,80.45,29.89,2.76,1.12,,0.62,8.23,6,6,10.86,6.56,4.93,0.9,0.78,16.67,0.3,8.59,15.08,8.23,,19.07,,,13.62,39.29,6.63,,,7.25,,13.47,2.01,8.17,7.47,0.75,0.66,,0.62,0.23,,7.28,0.93,0.67,,,4.56,19.92,0.99,0.58,2.33,1.08,6.93,43.28,17.01,22.57,,11.66,,10.81,11.61,,,10,2047932315.106505,Beverages: Non-Alcoholic,Consumer Non-Durables
AKO.B,,47.82,,3,22.5,18.2,16.4,29.4,17.4,42.42,14.5,,46.4,2.07,,0.54,0.37,1.42,53.62,80.45,29.89,2.76,1.12,,0.84,7.36,7.01,7.01,10.86,6.56,4.93,0.9,0.91,14.27,0.3,8.59,12.26,7.36,,19.07,,,15.62,39.29,6.63,,,7.25,,13.47,1.98,10.04,9.18,0.92,0.66,,0.76,0.29,,7.16,0.91,0.66,,,4.49,19.6,0.97,0.57,2.29,1.08,6.93,43.28,17.01,22.57,,11.66,,10.81,11.47,,,10,2047932315.106505,Beverages: Non-Alcoholic,Consumer Non-Durables
AKR,16.28,48.43,,0.1,,,,8.8,0.2,41.69,2.07,8.79,45.08,0.54,,0.17,0.03,0.92,,210,52.54,8.21,1.12,,14.12,4.26,37.67,15.62,24.25,,18.59,,10.75,2.65,0.39,44.31,8.55,4.26,89.29,3.09,,,17.36,68.32,0.57,,,7.55,,15.4,0.96,67.64,331.57,,4.82,,,,9.4,10.88,3.86,0.57,,,10.88,,,0.65,1.01,0.92,0.59,268.26,2.4,1.49,,1.16,,6.05,26.42,,,8,1525838695.0,Real Estate Investment Trusts,Finance
AKRO,,43.31,,15.6,,2,0.3,,,49.49,,,43.27,,,19.5,,20.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,,,,,,,,,,,,2.19,2.1,,,,,1.89,20.25,,,,,,,,,,,,,2904657802.0,Pharmaceuticals: Major,Health Technology
AL,,53.43,0.7,6.5,11.8,,,12.8,5.2,43.8,4.39,,50.64,0.42,,0.33,0.03,0.33,,210.5,,10.54,2.68,,0.19,1.93,31.58,12.87,,13.46,7.65,7.13,8.86,3.17,0.24,,,2,,,,9.78,52.65,35.08,12.81,,,20.97,,26.87,0.67,9.4,9.9,,1.81,,,,,,0.54,0.69,,,2.72,,,,0.67,0.33,1.85,2.74,2.58,7.99,,1.96,,,9.84,,,9,4415553871.0,Finance/Rental/Leasing,Finance
ALB,,42.28,,22.5,2.4,45.7,65.8,,22.6,51.3,1.73,,44.17,2.59,,0.41,0.44,1.81,145.5,91.02,45.07,1.46,0.37,,0.05,1.38,7.24,6.17,33.29,21.62,11.59,1.83,1.57,13.81,0.52,4.7,3.42,1.38,21.41,18.36,19.6,7.49,460.05,29.26,18.3,,,33.63,,19.58,1.37,4.11,3.99,0.38,1.37,,,,,29.39,0.55,0.44,,,5.75,17.51,0.21,1.83,1.69,0.94,19.59,25.51,15.74,38.08,,13.29,,,14.81,,,10,21573029995.0,Chemicals: Specialty,Process Industries
ALC,3.27,53.01,,,,10.1,4,21.9,2.8,63.62,0.3,,55.16,,,0.35,,1.87,187.79,81.38,67.86,,,,0.09,0.3,50.59,37.79,143.49,35.4,19.06,4.23,4.45,1.98,,2.83,0.71,0.3,25.45,,24.3,4.82,,55.27,,,,4.8,,9.14,1.77,85.78,31.26,5.9,3.84,,,,,131.18,6.87,,,,46.15,,,,34.01,1.11,1.5,13.16,3,2.16,,2.21,,,,,,3,40940421157.00487,Medical Specialties,Health Technology
ALE,3.94,43.74,,2.9,3.4,,1.5,,5.3,44.39,5.66,8.8,42.76,1.27,,0.3,0.07,1.22,84.68,26.38,22.66,3.42,0.65,,0.63,4.65,18.32,9.45,12.24,,,,2.63,5.46,0.42,21.49,12.21,4.84,13.95,,6.3,,78.5,25.27,2.16,,,13,,9.01,1.2,13.52,13.65,,1.72,,,,,8.17,0.88,0.75,,,5.04,14.16,,2.14,1.27,0.78,3.68,5.26,4.41,9.08,,2.52,,7.57,14.57,,,10,3246439738.0,Electric Utilities,Utilities
ALEX,,38.62,,,6.4,20.5,79.3,,,39.09,5.12,,36.3,0.7,,0.08,0.02,1.73,80.64,23.11,17.7,4.75,0.5,,1.34,5.14,24.73,16.26,50.18,,16.48,12.9,7.7,4.04,0.58,15.34,2.79,5.18,26.04,,,,11.84,45.41,3.06,,,,,30.12,1.21,,26.17,1.98,5.52,,,,306.63,35.91,1.19,1.26,,,18.21,,,1.36,1.22,1.73,,78.65,4.36,,,4.03,,8.02,29.1,,,6,1261496311.0,Real Estate Investment Trusts,Finance
ALG,27.9,65.58,,10.5,14.5,15.5,16.9,,10.2,71.15,0.73,10.92,67.26,5.66,,0.52,0.35,3.98,109.18,31.64,76.57,1.32,0.37,,0.08,0.42,14.21,11.41,36.02,,,,1.69,7.04,0.61,4.7,2.97,0.48,,16.11,,,195.63,26.68,8.06,,,8.07,,11.81,2.94,19.55,19.55,1.7,1.59,,1.11,2.91,,33.59,2.07,1.4,,8.55,23.17,30.39,1.41,1.82,4.91,2.29,9.59,27.12,16.57,16.32,,13.54,,0.74,33.91,,,10,2055962845.0,Trucks/Construction/Farm Machinery,Producer Manufacturing
ALGM,,66.53,,14.3,,29.8,,45.3,13.2,82.88,,,72.8,10.24,,1.78,0.78,4.57,120.73,41.87,41.23,0.88,0.24,,,,23.8,18.99,79,19.35,16.14,6.65,5.55,4.2,0.73,7.03,1.24,,39.84,,,5.91,39.22,56.05,39.22,,,20.57,,22.32,5.36,27.61,21.3,,5.51,,,,,78.2,3.03,,,51.67,27.35,54.92,,,9.73,3.19,17.46,51.68,22.31,21.67,,26.79,,,,,,5,6308022957.0,Semiconductors,Electronic Technology
ALGN,,68.85,1,4.9,,12.2,,17,17.4,82.03,,,73.9,6.58,,0.47,10.03,1.18,98.34,36.73,84.3,0.13,0.03,,,,33.08,28.38,33.86,27.8,25.63,5.41,5.62,3.02,0.6,16.61,2.83,,34.36,16.36,18.6,4.82,351.61,70.09,,,,11.52,,17,6.25,50.92,37.42,3.98,5.86,,1.2,1.42,,35.45,3.47,0.76,,,28.93,46.17,2.69,2.14,7.26,1.04,7.32,47.36,16.28,12.26,,9.08,,1.2,41.16,,,10,25416078366.0,Medical Specialties,Health Technology
ALGT,,51.41,,7.5,,,,,3.6,54.26,1.52,,51.86,1.37,,0.89,0.34,1.09,6.63,10.71,9.73,5.55,1.8,,0.15,1.53,10.82,6.7,,,,1.01,1.15,9.24,0.27,,,2.29,9.95,,,24.8,206.33,19.83,2.31,,,4.69,,9.95,1.09,12.44,9.9,,0.55,,,,,,0.69,0.33,,,3.06,21.95,,2.28,1.09,1.05,2.52,8.59,7.29,8.99,,5.76,,,8.89,,,9,1561179126.0,Airlines,Transportation
ALHC,,43.44,,,,,,,16.7,57.48,,32.98,46.13,1.83,,1.26,3.02,1.63,,42.45,21.26,,0.91,,,,,,,,3382.43,0.43,0.53,,0.25,,,,,,,20.66,15.56,11,,,,,,,6.73,,,,0.76,,,,,,,,,14.98,,,,,8.53,1.63,,,,,,,,,,,,,1145501450.0,Managed Health Care,Health Services
ALIT,,67.47,,72.9,,,126.6,,6.1,75.08,,,70.01,0.78,,0.13,0.09,1.22,,67.2,68.59,7.79,0.65,,,,,19.17,41.07,16.67,10.1,1.97,2.13,,0.42,5.19,3.8,,13.42,,,,0.0,32.81,0.17,,,,,0.68,1.02,,15.11,,1.32,,,,,25.51,,,,,13.39,,,,,1.22,,,,,,0.34,,2.83,,,,1,4223181650.000001,Information Technology Services,Technology Services
ALK,,54.43,,10.7,,,,2.3,41,67.3,,,58.61,1.36,,0.4,0.47,0.61,4.73,9.17,11.98,5.11,0.93,,,,15.9,8.88,,7.86,4.27,0.61,0.64,6.29,0.28,,,,,2.26,,,60.35,17.93,8.9,,,2.25,,8.03,1.14,20.55,8.25,,0.45,,,,,,0.91,0.39,,,4.56,,,1.02,2.25,0.58,1.61,4.57,4.25,5.98,,4.15,,2.9,9.84,,,9,5021548560.999999,Airlines,Transportation
ALKS,15.03,49.52,,,,10.7,6.1,4.4,,57.89,,11.14,50.11,3.56,,1.77,2.31,2.91,281.72,84.69,68.22,1.22,0.28,,,,16.56,12.57,15.6,21.16,17.53,2.72,2.49,6.04,0.6,15.98,5.57,,15.6,,,,31.79,85.11,9.88,,,13.5,,13.52,3.36,22.03,37.94,,2.9,,,,,18.55,2.48,0.57,,8.41,15.97,33.34,,2.78,3.64,2.53,10.43,49.26,15.25,18.74,,22.26,,0.45,,,,1,4930138503.0,Pharmaceuticals: Major,Health Technology
ALKT,53.23,63.98,,,,,,3.2,36.4,78.4,,61.69,68.17,8.44,,3.62,1.74,4.73,,10.94,34.72,,0.32,,,,,,,,,,9.39,,0.67,,,,,,,,21.27,53.35,,,,,,,7.77,,,,9.83,,,,,,,,137.79,34.45,,,,,18.31,4.73,,,,,,,,,,,,,1635813314.0,Packaged Software,Technology Services
ALLE,4.61,68.25,1.8,9.5,14.9,6.2,4.8,,7,79.94,3.47,11.85,71.84,4.46,,0.56,0.18,2.03,84.06,47.15,42.93,2.44,1.64,,0.26,1.36,18.35,15.87,26.74,16.46,14.35,3.58,3.63,5.45,0.3,13.56,4.23,1.46,18.35,11.32,10.94,5.05,144.13,42.79,7.54,,,15.41,,19.59,9.4,20.9,19.85,4.41,3.18,,0.9,1.4,,23.45,,1.01,,,20.05,20.72,2.62,1.9,,1.31,13.65,118.47,20.97,54.13,,20.28,,,31.79,,,10,9276591909.999998,Building Products,Producer Manufacturing
ALNY,,36.57,,,,1.5,0.9,,61.8,31.91,,6.35,32.2,1.44,,2.53,1.84,3.14,151.54,88.53,50.31,,,,,,,,,,,11.31,11.7,,,,,,,,,22.4,376.78,84,,,,,,,,,,,12.53,,,,,,,0.14,,,,,,,,3.04,,,,,,,,,,,,,23123870652.000004,Pharmaceuticals: Major,Health Technology
ALRM,11.8,66.97,,18.4,,0.5,0.3,,15.4,83.04,,22.66,72.68,4.4,,3.96,1.29,5.42,130.38,61.37,50.93,4.27,0.79,,,,38.47,24.87,26.02,,,3.44,3.57,2.6,0.47,13.71,3.57,,35.34,20.67,,7.08,72.18,62.54,16.41,,,7.85,,6.44,4.96,51.44,44.84,2.45,4.05,,1.6,1.22,,29.85,3.91,,,17.7,27.06,65.14,2.4,2.64,7.68,4.75,4.99,39.97,6.7,10.83,,7.83,,0.78,3318,,,10,2969415293.0,Packaged Software,Technology Services
ALSN,26.06,67.71,8.1,13,11.9,3.2,5.9,,9.6,73.67,2.14,,71.03,2.05,,0.99,0.2,2.41,59.83,53.01,46.18,2.38,2.12,,0.13,1.49,8.33,7.13,12.44,8.12,6.8,2.39,2.53,12,0.24,20.32,10.96,1.49,8.53,13.73,12,3.67,59.0,48.25,7.84,,,21.63,,29.75,4.67,8.75,8.75,1.22,1.89,,0.39,0.59,,9.35,,0.8,,,7.34,9.04,1.63,0.65,,1.86,13.45,96.83,21.05,66.2,,17.58,,5.52,15.43,,,10,5308520497.000001,Auto Parts: OEM,Producer Manufacturing
ALTR,44.77,72.38,,13,,,,8.3,3.9,84.34,,33.9,76.37,7.75,,1.45,1.27,1.99,,18.77,80.16,8.12,0.54,,,,6324.01,173.85,67.41,,50.15,11.14,12.09,0.02,0.51,17.93,1.43,,75.76,,12,8.04,71.85,78.98,,,,,,,11.84,,,,12.01,,,,,66.96,,,,,60.95,495.2,,8.46,78.85,1.99,,1.62,0.12,,,,,,,,,3,5314548089.0,Packaged Software,Technology Services
ALV,13.8,58.87,1.8,3.9,62.5,14.8,37.5,,13,60.33,3.03,6.22,60.03,2.47,,0.12,0.25,0.98,41.3,76.39,73.72,1.88,0.8,,0.32,2.42,15.02,9.78,25.82,9.36,6.89,0.96,1.01,6.66,0.31,3.91,4.51,2.47,11.67,6.79,28,6.87,109.49,17.38,7.42,,,4.66,,6.59,3.56,19.13,13.37,11.14,0.89,,,,,22.56,2.15,1.07,,,9.48,13.82,,1.95,7.76,0.73,6.07,30.37,16.5,19.04,,10.98,,4.38,19.43,,,10,8286669090.0,Auto Parts: OEM,Producer Manufacturing
ALVO,,77.06,,,,,,,47.5,67.85,,37.71,74.2,,,0.37,0.07,1.22,205.85,116.21,148.83,,,,,,,,,,,,81.78,,,,,,,,,,0.0,,,,,,,,,,,,59.61,,,,,,,,,,,,,,,0.78,,,,,,,,,,,,,2442651982.0,Biotechnology,Health Technology
ALX,,55.51,,,,,,,,60.56,8.41,9.39,55.02,1.79,,11.03,0.47,14.27,,,222.23,5.93,4.34,,1.63,8.1,11.16,9.18,18.65,,,,7.87,8.96,0.18,42.18,7.99,8.1,,13.6,,,257.04,,1.5,,,46.17,,36.59,4.51,11.47,20.09,,5.29,,,,14.59,12.56,2.01,0.65,,,12.56,,,0.96,4.51,14.27,7.06,145.14,11.17,40.59,,9.02,,8.17,12.95,,,10,1006953368.0,Real Estate Investment Trusts,Finance
AM,16.22,34.08,0.4,,,,7.4,,2.4,17.89,57.56,2.25,28.6,1.56,,,,0.86,,3.41,29.6,3.59,1.52,,1.22,7.59,12.6,9.74,27.31,9.38,8.1,7.65,8.08,7.94,0.37,29.59,5.69,7.59,12.97,,,4.63,11.27,61.96,2.79,,,32.38,,55.43,2.64,16.23,16.01,,5.29,,,,,17.89,2.1,,,,7.83,12.95,,1.14,6.2,0.86,6.18,18.92,12.48,16.27,,7.86,,4.49,,,,6,5631422941.0,Oil & Gas Pipelines,Industrial Services
AMAT,30.11,73.56,3,19.3,10.5,24.6,24.5,34.9,19,86.96,1.2,4.04,78.82,10.22,,0.93,1.15,2.6,152.17,40,75.33,0.7,0.37,,0.15,0.66,17.93,16.85,18.95,20.16,18.86,5.72,5.43,5.58,0.53,28.64,4.91,0.69,22.78,22.95,10.4,5.52,145.65,46.7,24.61,,,25.86,,28.87,9.47,22.91,23.52,1.16,5.94,,0.75,0.66,,20.69,3.62,1.69,,32.5,18.04,20.68,0.99,2.03,12.57,1.82,23.66,102.08,37.57,48.16,,33,,1.97,42.33,,,10,115650808151.0,Industrial Machinery,Producer Manufacturing
AMBA,,49.66,,5.4,,,,,8.4,68.21,,,54.16,14.17,,2.93,37.88,3.69,137.12,66.79,51.88,,0.01,,,,,,123.4,,,8.04,7.68,,0.86,6.22,0.72,,,,,4.56,56.84,60.27,,,,,,,3.76,,,,8.35,,,,,132.9,,1.19,17.17,11.89,76.21,,,2.81,9.7,3.28,,,,,,,,0.15,,,,5,2277445800.0,Semiconductors,Electronic Technology
AMBP,,45.28,0.3,,,17.8,,,12.1,42.11,11.01,3.46,43.94,1.16,,0.12,0.04,1.13,45.78,95.81,42.46,6.76,15.62,,1.06,10.99,40.06,10.51,,21.85,8.5,1.16,1.2,2.5,0.04,,,10.99,16.31,,,2.57,0.0,10.45,0.88,,,0.38,,2.52,9.33,10.11,9.63,,0.46,,,,,,,,,,4.7,,,,,0.79,0.32,5.85,3.3,4.79,,8.68,,,,,,2,1960091667.0,Containers/Packaging,Process Industries
AMC,,45.55,,,,,,,,66.77,,,54.06,,,0.48,0.08,0.64,8.11,61,4.03,31.9,,,,,,32.87,,293.39,32.21,2.17,2.04,,,,,,,40.44,,8.41,50.48,65.87,0.03,,,,,0.3,,,,,0.14,,,,,,,0.18,,,,,,,,0.64,,,,,,0.15,,90.6,,,,5,1658263514.0,Movies/Entertainment,Consumer Services
AMCR,,35.9,2.5,,1.6,11.1,18.3,,8.6,29.34,5.44,0.72,32.55,1.83,,0.11,0.06,1.25,73.34,80.61,49.79,4.33,1.91,,0.87,5.41,17.72,11.66,24.75,13.13,9.8,1.42,1.45,5.64,0.24,5.86,6.26,5.49,14.16,25.04,3.48,2.86,12.5,18.96,3.92,,,4.58,,9.11,3.31,20.73,16.05,2.82,0.94,,,,,16.14,,,,,9.86,17.18,0.68,1.49,,0.71,3.77,23.5,9,15.69,,7.5,,8.35,11.38,,,10,13543418485.0,Containers/Packaging,Process Industries
AMD,79.38,59.03,,92.9,,22.5,8.2,2.3,19.9,53.99,,35.11,56.24,14.24,,0.86,1.92,2.51,127.65,72.22,73.73,0.72,0.05,,,,452.65,65.24,241.47,77.98,47.31,11.03,11.93,0.22,0.82,4.94,0.4,,51.55,20.7,73.6,16.67,114.71,46.12,3.78,,,3.77,,1.77,4.99,331.69,119.78,2.58,12.34,,,,,249.59,12.02,3.1,,58.47,168,5072.98,4.79,4.29,27.16,1.86,1.26,10.45,0.98,1.55,,1.19,,0.48,344.96,,,6,163974485587.0,Semiconductors,Electronic Technology
AME,12.91,61.74,,13.3,16.3,9.2,10.1,,5.7,69.39,1.37,2.05,63.91,6.92,,0.14,0.12,0.98,95.12,43.7,52.09,1.71,0.38,,0.17,0.59,24.46,21.35,28.57,22.41,18.45,5.64,6.26,4.09,0.58,21.9,3.72,0.66,24.75,12.35,10,12.14,164.37,36.15,20.87,,,19.91,,25.88,4.45,29.72,27.9,2.76,5.9,,1.75,1.85,,27.01,,1.53,,,24.7,26.5,3.04,2.02,,0.59,9.95,94.54,14.79,16.26,,11.89,,1.24,41.3,,,10,34982878734.0,Electrical Products,Producer Manufacturing
