,Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year
824,F,-19.54,56.5,-1.4,7.7,-5.9,-15.1,,,0.4,76.38,1.58,2.31,66.35,1.18,,0.42,0.3,1.2,38.46,64.69,112.27,7.89,3.32,Grey,0.58,4.76,12.91,8.31,28.79,12.83,9.64,0.88,0.9,7.75,0.16,4.76,6.35,14.23,9.68,10.58,13.73,1.73,,,2.44,WACC vs ROIC,7.47,1.2,12.36,12.36,,0.3,6/9,,,,9.64,0.81,0.9,,,3.96,18.8,,0.41,1.2,1.03,1.63,13.88,7.37,9.59,,5.41,Beneish M-Score,2.7,8.14,ROIC,,8
825,FA,6.64,51.84,3.2,,,28.2,27,53.6,22,62.9,,14.65,56.26,2.53,,4.45,0.71,6.35,,47.19,66.25,2.62,0.52,Grey,,,26.96,10.35,14.05,6.55,7.83,2.63,2.88,3.71,0.6,,12.12,12.62,,4.54,49.16,4.27,,,6.29,WACC vs ROIC,10.69,1.88,44.31,44.31,,2.74,6/9,,,,13.06,,,,,11.21,13.17,,1.22,,6.35,2.61,43.88,4.67,4.35,,4.5,Beneish M-Score,4.57,10.43,ROIC,,9
826,FAF,24.35,46.11,2.8,4.8,7,-16.9,-26.7,-11.9,9.1,41.56,4.91,14.74,43.55,,,,,,,,,,,,0.9,3.48,15.01,10.51,13.85,,,0.87,0.93,6.66,,3.53,10.53,15.13,,-8.54,,,,,3.65,,,1.3,26.03,26.03,3.14,0.96,,1.46,0.76,,14.28,1.6,1.12,,,8.74,32.01,,0.52,2.22,,1.53,,,5.09,,2.58,,8.29,11.43,,,10
827,FANG,9.49,61.18,-4.2,0.1,135.3,50.1,155.8,,31,53.61,4.46,20.1,58.47,2.37,,0.01,,0.43,7.63,19.15,35.37,1.05,0.42,Grey,0.47,4.42,7.37,5.56,20.69,6.81,5.01,3.89,4.23,13.57,0.56,4.42,7.24,,-3.1,-3.14,62.08,29.63,,,42.06,WACC vs ROIC,59.82,1.81,8.08,8.08,,3.38,3/9,,,,16.35,0.81,0.48,,,4.41,8.92,,1.74,1.81,0.4,13.44,20.05,19.72,23.63,,15.85,Beneish M-Score,12.47,73.12,ROIC,,7
828,FAST,21.85,40.22,0.2,6.1,12.5,10.5,11.1,8.7,9.3,48.01,4.74,11.62,39.79,20.05,,0.33,0.39,4.26,153.29,25.08,55.95,0.37,0.18,Grey,0.67,2.46,21.11,18.87,29.62,19.35,17.84,4.02,4.38,4.74,0.74,2.54,25.45,11.46,8.48,7.06,45.61,94.35,,,15.51,WACC vs ROIC,20.72,9.33,28.03,28.03,3.05,4.4,7/9,1.69,1.39,,29.57,3.41,1.14,,16.24,25.33,28.75,3.08,2.77,9.33,2.13,24.5,41.27,39.77,34.77,,29.62,Beneish M-Score,2.06,37.31,ROIC,,10
829,FBIN,38.09,35.16,2.8,-2.1,8.4,8.6,10.3,-12,-4.1,26.66,2.38,26.2,31.55,2.38,,0.42,0.2,1.49,279.09,131.72,91.59,4.75,1.54,Grey,0.29,1.52,20.03,15.39,13.87,13.18,10.76,2.12,3.75,4.99,0.32,1.44,14.53,10.4,-1.16,4.37,47.15,4.6,,,17.27,WACC vs ROIC,19.28,3.73,16.49,15.88,2.01,2.92,6/9,,,,10.62,,1.7,,,8.13,10.87,,1.2,,0.91,7.01,26.21,9.83,20.3,,7.87,Beneish M-Score,2.03,17.58,ROIC,,10
830,FBK,-18.45,40.6,-14.6,4.9,17.6,,-0.1,108.5,-1,44.05,1.94,,40.94,,,,,,,,,,,,0.19,1.98,,,2.18,,,4.08,1.39,,,1.98,11.31,19.39,,,,,,,27.54,,,0.99,9.7,9.7,1.11,2.72,,,,,4.06,0.78,,,,3.85,8.21,1.3,0.58,1.42,,1.12,,,10.6,,,,-22.19,11.63,,,10
831,FBNC,-17.92,43.29,-6.4,0.1,17.7,,9.9,57.9,5.9,51.63,8.77,-14.94,45.7,,,,,,,,,,,,0.27,3.07,,,7.87,,,,3.04,,,3.07,10.89,15.09,,,,,,,29.61,,,0.91,8.91,8.91,1.49,2.7,,,,,6.74,0.77,0.76,,,6.54,8.13,,0.59,1.51,,1.08,,,10.65,,,,-23.81,10.38,,,10
832,FBP,1.18,44.17,5.6,-10.4,48.7,,27.9,20.5,17.3,41.5,3.96,25.67,42.42,,,,,,,,,,,,0.33,3.96,,,5.74,,,,2.25,,,4.11,,7.48,,,,,,,31.85,,,1.75,8.63,8.63,,2.74,,,,,6.89,0.84,1.04,,,6.5,8.29,,0.48,1.83,,1.53,,,20.79,,,,-8.92,13.5,,,9
833,FBRT,14.61,56.92,-23.1,-5,,2.8,,27.8,4.8,68.31,10.03,10.57,60.68,1.24,,0.56,0.08,8.89,,31.83,,26.39,2.69,Grey,0.83,10,34.58,33.1,20.72,,,,10.36,2.89,0.26,10,,33.87,,,49.69,N/A,,N/A,28.62,WACC vs ROIC,29.98,0.9,9.53,9.53,0.54,2.37,6/9,,,9.67,4.67,0.63,,,1.39,4.67,,0.46,0.47,0.95,8.89,2.4,,2.81,9.29,,2.78,Beneish M-Score,69.98,,ROIC,,8
834,FCF,-1.34,40.56,1.7,1.6,5.9,,8.6,17.7,6.7,44.73,5.89,2.16,41.23,,,,,,,,,,,,0.33,3.9,,,9.92,,,3.98,3.41,,,3.98,7.92,13.97,,8.1,,,,,31,,,1.04,8.6,8.6,1.83,2.64,,0.42,0.54,,7.62,0.76,0.75,,,6.91,9.49,,0.57,1.52,,1.39,,,12.78,,,,-10.92,11.96,,,10
835,FCFS,18.96,63.13,-3,8.4,7.3,37.3,12.1,28.4,10.1,81.89,2.22,1.5,71,2.96,,0.33,0.06,3.66,64,31.49,7.26,1.96,0.9,Grey,0.26,1.4,15.51,6.8,14.65,14.08,11.09,1.79,2.01,6.45,0.48,1.4,13.97,25.76,,7.64,46.8,4.17,,,7.9,WACC vs ROIC,11.4,2.3,19.21,19.21,1.04,1.52,6/9,,,,11.02,,0.81,,,9.95,29.94,0.83,0.86,,2.81,5.98,33.8,10.7,12.51,,7.13,Beneish M-Score,-0.77,25.71,ROIC,,10
836,FCN,25.3,52.22,3.1,7.5,,2.8,5,-6.4,11.1,70.82,,-1.89,57.41,5.05,,0.32,0.36,2.3,,3.37,75.24,1.56,0.31,Grey,,,20.87,18.25,185.88,,,,2.05,4.79,0.55,,,9.74,,,31.88,25.14,,,7.29,WACC vs ROIC,10.02,3.5,28.11,28.11,1.61,2.06,7/9,0.99,12.46,,196.86,3.8,1.58,,214.74,73.08,,3.84,1.72,11.59,2.3,7.49,64.31,12.68,13.85,,9.32,Beneish M-Score,-0.18,42.26,ROIC,,9
837,FCNCA,68.12,39.05,-10.9,21.5,10.5,,18,43,24.2,32.54,0.37,164.7,35.69,,,,,,,,,,,,,0.23,,,25.5,,,6.65,3.43,,,0.23,7.67,21.77,,,,,,,174.56,,,1.01,1.79,1.79,0.11,3.17,,0.06,0.75,,23.33,0.29,0.98,,,9.29,1.82,0.07,0.88,1.05,,7.18,,,77.92,,,,-121.48,12.1,,,10
838,FCPT,-4.15,37.61,-6.9,8.8,4.6,5.4,4.2,4.4,5.3,33.47,7.38,-6.22,35.88,1.5,,0.18,0.01,0.31,19.4,4.17,3.36,5.69,0.81,Grey,1.22,5.58,24.25,18.07,19.94,21.33,15.7,12.24,13.82,4.12,0.54,5.61,22.27,8.48,,9.47,83.6,3.29,,,40.23,WACC vs ROIC,54.82,1.68,21.85,21.85,9.93,8.94,4/9,,,15.37,12.8,1.34,,,,12.8,,,1.03,1.85,0.3,4.34,3012.74,6.3,8.44,,5.97,Beneish M-Score,-19.28,20.04,ROIC,,10
839,FCX,33.81,50.93,0.5,19.3,44.2,58.4,,,16.5,55.29,1.46,12.22,52.65,2.35,,1.4,0.7,2.94,122.81,84.22,16.56,1.22,0.59,Grey,0.41,1.49,10.52,7.86,159.61,7.49,5.65,2.69,2.79,9.51,0.32,1.49,17.76,22.73,,0.5,28.8,9.19,,,9.63,WACC vs ROIC,25.14,3.57,27.84,27.84,2.03,2.67,6/9,,,,151.75,2.1,1.94,,,12.77,77.76,1.26,1.78,3.57,1.72,4.16,16.94,12.93,13.57,,9.17,Beneish M-Score,1.23,,ROIC,,6
840,FDP,8.38,45.15,0.1,3.6,62.4,3.6,14.6,-33.4,,54.11,2.84,-11.93,46.72,2.88,,0.07,0.07,1.97,56.11,46.07,32.43,2.06,0.3,Grey,0.23,2.75,8.68,6.06,32.22,,,,0.41,11.52,0.6,3.14,,17,,,8.71,7.01,,,3.14,WACC vs ROIC,4.42,0.6,8.87,8.87,1.85,0.28,7/9,,,,22.18,0.57,0.68,,,12.35,53.69,0.79,0.54,0.83,0.99,4.05,10.19,7.38,7.19,,5.76,Beneish M-Score,3.21,14.06,ROIC,,8
841,FDS,-5.15,48.45,0.1,25.7,7.9,6.6,4.1,9.9,8.8,43.62,1.4,4.69,45.76,5.94,,1.29,0.27,2.11,,43.11,41.09,2.41,1.14,Grey,0.28,0.87,27.59,22.55,31.62,24.15,20.98,7.97,8.71,3.62,0.42,0.87,25.91,13.57,9.86,6.83,53.56,12.01,,,24.77,WACC vs ROIC,31.61,9.82,32.77,32.77,3.38,8.16,5/9,2.02,1.75,,29.52,,1.18,,,25.95,32,3.03,2.34,,2.11,12.65,267.06,17.96,34.53,,16.21,Beneish M-Score,-4.56,43.91,ROIC,,10
842,FDX,29.62,43.29,1.4,14.1,20.9,20.7,46.7,,10.1,43.9,3.66,35.97,41.95,2.53,,0.5,0.18,1.37,3.26,20.59,44.92,3.75,1.47,Grey,0.3,1.9,15.88,9.4,35.95,15.75,9.29,1.06,1.07,6.3,0.3,1.9,14.45,16.28,13.24,2.21,21.26,10.76,,,4.41,WACC vs ROIC,5.92,2.45,16.39,16.39,1.25,0.73,4/9,1.18,2.09,,24.14,1.55,0.79,,,7.31,493.36,1.25,1.74,3.29,1.33,4.62,10.41,8.39,15.89,,5.62,Beneish M-Score,-0.75,21.57,ROIC,,10
843,FE,-10.86,56.64,-1.9,11.3,0.9,2.7,-24.8,29.5,2.3,81.63,4.67,-9.29,66.1,0.74,,0.04,0.01,0.6,29.82,93.52,24.3,6.22,2.28,Grey,1.95,4.23,17.98,11.65,-24.98,17.47,11.02,3.3,3.49,5.56,0.22,4.23,13.77,-4.38,6.09,4.12,62.16,2.18,,,3.55,WACC vs ROIC,16.04,2.01,46.72,46.72,,1.64,4/9,,,,,3,1.07,,,17.78,,,5.83,4.32,0.49,1,6.91,5.93,4.36,,1.55,Beneish M-Score,6.5,,ROIC,,8
844,FELE,11.97,38.23,0.1,10.4,10.4,22.2,25.1,-27.4,15.7,38.54,1.77,5.73,37.2,6.73,,0.12,0.18,2.23,149.71,44.08,46.59,0.94,0.25,Grey,0.2,0.94,17.59,14.63,27.42,,,2,2.16,5.69,0.64,0.98,20.04,19.65,12,10.75,33.78,18.82,,,9.31,WACC vs ROIC,12.96,3.72,22.28,22.28,1.68,2.04,6/9,,,,26.14,2.67,1.06,,13.75,20.87,31.7,1.33,1.68,7.19,0.91,11.13,29.93,20.01,18.35,,14.86,Beneish M-Score,0.86,34.94,ROIC,,10
845,FERG,41.03,42.07,2.8,5.3,8.7,24.6,28,1.4,11.2,35.62,6.95,24.23,39.31,5.34,,0.12,0.12,1.74,73.46,59.72,42.03,1.74,1.11,Grey,0.38,2.71,13.51,12.07,20,13.12,12.21,1.21,1.21,7.4,0.31,2.71,16.47,,3.7,7.15,30.33,16.01,,,6.31,WACC vs ROIC,9.44,6.67,17.11,17.09,1.21,1.08,N/A/9,,,,17.72,3.48,,,,14.13,17.37,1.14,3.51,15.97,0.94,12.23,42.8,26.84,39.71,,18.94,Beneish M-Score,0.73,31.71,ROIC,,10
846,FFBC,-2.34,39.08,1.2,-1.9,0.7,,4.8,-0.1,6.4,38.95,6.06,-1.02,38.28,,,,,,,,,,,,0.33,4.54,,,16.94,,,4.26,3.39,,,4.54,8.76,12.96,,6.96,,,,,31.75,,,0.9,7.37,7.37,1.13,2.33,,0.48,1.01,,11.58,0.78,0.64,,,9.03,13.01,,0.47,1.84,,1.55,,,12.58,,,,-38.78,10.14,,,10
847,FFIN,-30.63,35.51,-1.6,-0.6,12.4,,10.7,14.8,8.6,42.63,4.48,-7.87,35.5,,,,,,,,,,,,0.45,2.55,,,12.28,,,,7.27,,,2.62,18.9,11.18,,,,,,,43.99,,,2.86,17.7,17.7,2.08,7.82,,0.98,0.67,,13.16,1.71,0.81,,,12.33,16.53,,1.02,3.72,,1.7,,,17.12,,,,2.42,20.94,,,10
848,FFIV,3.27,47.32,0.3,12.2,,-3.8,-9.4,-14.4,6,24.41,,12.28,39.44,3.91,,0.46,2.36,1.15,32.64,47.93,60.77,0.5,0.11,Grey,,,19.26,15.62,16.01,11.64,10.39,3.12,3.25,5.19,0.52,,12.64,1.24,13.09,2.94,78.63,N/A,,N/A,11.84,WACC vs ROIC,16.88,3.61,28.76,28.76,,3.41,6/9,,,,16.74,7.73,0.76,,,15.51,34.09,,1.22,46.75,1.12,6.46,122.22,13.48,13.02,,8.2,Beneish M-Score,14.67,23.58,ROIC,,10
849,FG,,53.96,-88.6,,,-37.4,-39.9,-9.8,-43.2,62.39,2.14,73.65,54.97,,,,,,,,,,,,,2.13,-16.04,21.46,0.65,,,0.62,0.96,-6.23,,2.85,6.25,,,,,,,,-5.91,,,1.4,,,,0.37,,,,,0.3,,,,,0.3,,,,,,-0.36,,,-9.8,,-0.37,,-5.75,,,,3
850,FHB,-28.42,43.96,0.7,-4.3,,,-0.8,17.6,2.6,54.45,7.49,-10.98,45.84,,,,,,,,,,,,0.48,5.7,,,5.02,,,3.7,2.77,,,5.7,,13.01,,-0.11,,,,,33.91,,,0.99,8.41,8.41,10.51,2.84,,,,,5.29,0.8,,,,5.16,5.86,,0.48,1.72,,1.12,,,12.18,,,,-1.12,,,,9
851,FHI,-4.52,54.18,4.1,4.4,,2.9,-0.5,4.2,7.3,54.73,3.41,-15.93,55.4,4.47,,2.22,1.18,2.96,,53.51,14.51,1.23,0.39,Grey,0.36,3.16,9.01,8.29,9.39,7.88,6.83,1.8,1.89,11.1,0.55,3.21,9.58,12.06,8.79,-2.14,65.14,54.46,,,17.05,WACC vs ROIC,21.91,2.75,11.62,11.62,2.47,1.86,9/9,0.86,0.81,,9.39,,0.75,,,9.23,12.13,,0.71,,2.96,13.38,261.95,18.63,25.62,,17.42,Beneish M-Score,6.33,12.4,ROIC,,10
852,FHN,-45.31,32.91,-19.9,-3.6,2.3,,3.5,17.7,-1.5,25.64,8.4,-18.18,28.58,,,,,,,,,,,,0.32,5.24,,,7.75,,,3.96,2.31,,,5.24,8.33,14.46,,3.3,,,,,33.21,,,0.79,6.06,6.06,7.58,1.92,,,,,6.47,0.52,0.67,,,6.33,2.62,,0.48,1,,1.35,,,13.25,,,,-23.21,8.54,,,10
853,FI,17.78,43.68,2.5,0.3,,19.3,31.7,6.9,12,38.26,,12.73,42.19,1.73,,0.02,0.02,1.1,,23.1,66.81,3.24,0.78,Grey,,,24.08,13.54,28.8,15.25,11.04,4.99,5.28,4.15,0.39,,14.33,21.37,12.1,5.72,57.13,5,,,13.6,WACC vs ROIC,22.74,2.49,30.49,30.49,1.76,4.2,8/9,2.13,1.02,,22.75,,0.91,,,15.91,23.31,1.7,1.27,,1.1,3.21,140.63,7.02,8.24,,4.7,Beneish M-Score,4.16,45.51,ROIC,,10
854,FIBK,-35,47.24,-17,-1.6,11.1,,-11.5,43,2.3,60.47,13.19,-13.57,50.06,,,,,,,,,,,,0.64,7.33,,,10.03,,,5.2,4.41,,,7.33,9.78,16.41,,-0.11,,,,,26.62,,,0.86,9.13,9.13,2.69,2.43,,0.76,0.48,,5.56,0.76,0.65,,,5.47,7.17,,0.53,1.42,,0.93,,,9.43,,,,-76.44,9.26,,,10
855,FICO,90.19,55.34,4.6,,,30.9,30.8,34.8,10.9,44.21,,30.34,51.99,11.17,,0.41,0.08,1.46,,19.32,81.26,3.11,-2.8,Grey,,,39.38,38.37,54.61,33.97,33.03,14.47,16.54,2.54,-0.44,,37.04,21.44,16.03,7.38,78.9,6.62,,,28.43,WACC vs ROIC,41.38,,54.12,54.12,1.9,15.41,9/9,1.73,1.66,,50.89,,2.51,,,50.42,74.18,2.16,5.46,,1.46,28.12,400.71,55.13,Neg. Equity,,37.35,Beneish M-Score,0.8,107.4,ROIC,,10
856,FIHL,,54.81,16,,,168,253.9,64.1,59.6,47.78,,,53.01,,,,,,,,,,,,,,0.88,0.88,11.02,,,0.66,1.87,113.64,,,4.47,,,,,,,,210.17,,,0.86,0.94,0.94,,1.93,,,,,10.66,0.19,,,,10.53,,,,0.86,,19.94,,,95.88,,34.29,,1.31,,,,4
857,FINV,14.98,39.89,2.6,19.2,2.3,0.2,0.8,,26.7,32.11,4.3,36.29,36.35,3.01,,1.88,51.46,4.31,,,65.73,0.06,0.01,Grey,0.18,4.29,0.79,0.79,1.21,,,0.15,0.17,126.58,0.6,4.29,3.65,21.04,,9,82.21,N/A,,N/A,19.55,WACC vs ROIC,21.13,0.77,4.23,4.23,2.35,0.84,5/9,,,,5.61,0.38,,,1,5.61,32.13,0.42,0.32,0.78,4.31,11.34,67.6,15.83,19.47,,19.13,Beneish M-Score,3.05,,ROIC,,7
858,FIS,-34.79,54.54,1.3,-17,10.3,,,6.4,1.6,70.27,5.51,8.36,60.14,-1.19,,0.14,0.1,0.74,,101.21,87.51,-1.02,0.96,Grey,,3.57,-2.24,-2.67,19.94,17.21,9.26,3.44,3.49,-44.64,0.38,3.57,8.76,7.86,10.28,-3.56,40.3,3.67,,,-161.75,WACC vs ROIC,12.58,1.66,,,,2.37,6/9,,,,13.27,,0.66,,,9.08,,,0.88,,0.74,-35.09,-2487.62,-43.44,-70.83,,2.96,Beneish M-Score,3.19,,ROIC,,9
859,FITB,-27.72,57.08,1.2,-6.7,10.3,,0.2,59.5,5.3,67.05,10,1.77,61.6,,,,,,,,,,,,0.38,4.81,,,7.11,,,4.43,4.12,,,5.1,8.45,13.81,1.4,1.84,,,,,29.3,,,1.19,7.8,7.8,2.69,2.2,,0.58,0.33,,3.78,0.85,0.72,,,3.41,6.81,,0.47,2.11,,1.23,,,14.29,,,,-25.18,8.85,,,10
860,FIVE,44.14,28.26,0.1,21.6,,18.6,14.6,,18.8,27.16,,-1.06,26.35,4.42,,0.67,0.27,1.71,100.31,43.61,,3.46,1.12,Grey,,,29.17,21.84,56.44,25.6,19.36,2.83,3.12,3.43,0.41,,29.24,20.75,25,18,35.65,N/A,,N/A,8.35,WACC vs ROIC,10.69,6.14,32.63,32.63,1.68,2.73,6/9,1.09,4.29,,50.01,2.99,0.79,,,20.44,40.71,1.5,4.01,6.15,0.88,8.23,13.83,13.01,20.79,,10.37,Beneish M-Score,-0.93,55.95,ROIC,,10
861,FIVN,-16.39,34.36,-4.9,11,,,-156.5,-4.1,27,24.5,,14.98,30.61,3.62,,4.17,0.83,5.32,,21.28,32.95,-42.45,1.73,Grey,,,-64.07,-257.83,61.85,29.3,23.09,4.46,5.69,-1.56,0.33,,31.45,,22.8,20.95,52.89,,,,-10.12,WACC vs ROIC,-10.52,10.26,,,,5.44,5/9,,,,59.21,,,,,38.99,,,6.22,17.39,5.32,-6.79,-47.66,-6.78,-26.46,,-14.94,Beneish M-Score,0.28,,ROIC,,
862,FIX,80.57,64.46,0.8,20.5,12.3,17,30.3,33.2,17.7,56.7,0.75,31.45,63.23,4.68,,0.04,0.23,1.01,3.47,32.31,82.9,0.67,0.24,Grey,0.1,0.4,22.32,17.78,18.47,17.73,14.65,1.29,1.47,4.48,0.38,0.48,22.27,19.41,,8.91,17.99,21.59,,,5.17,WACC vs ROIC,6.85,6.04,27.72,27.72,1.57,1.43,6/9,0.89,0.57,,17.93,6.62,1.82,,,15.14,18.3,1.7,1.81,35.55,0.98,9.13,103.94,21.36,24.3,,11.84,Beneish M-Score,2.71,54.88,ROIC,,10
863,FIZZ,28.84,33.87,,-6.3,,3.9,3,-3.1,5.5,28.5,,5.41,31.47,16.72,,1.42,5.33,2.75,43.67,38.25,31.6,0.18,0.1,Grey,,,21.34,18.37,26.07,19.05,17.45,3.5,3.68,4.69,0.66,,25.19,6.47,,2.49,34.93,N/A,,N/A,13.26,WACC vs ROIC,17.24,10.32,27.76,27.76,9.91,3.7,7/9,1.16,1.06,,26.28,3.63,1.05,932.8,20.46,22.82,26.16,,2.65,10.7,2.16,28.99,78.13,51.07,46.16,,53.93,Beneish M-Score,0.32,31.09,ROIC,,10
864,FL,-34.74,36.88,3.6,14.1,1.7,-0.3,-7,,7.7,49.78,8.24,-37.94,40.35,2.14,,0.12,0.06,1.63,107.47,32.61,7.02,6.64,0.93,Grey,1.01,8.74,18.14,10.04,-32.13,23.33,11.5,0.57,0.55,5.51,0.43,,13.46,21.17,,-1.37,30.06,54.25,,,1.76,WACC vs ROIC,5.22,0.53,11.89,11.65,1.34,0.21,5/9,0.97,,,,0.66,0.27,,,19.13,,2.29,0.26,0.84,0.37,1.89,5.81,4.07,4.48,,4.09,Beneish M-Score,15.81,3.76,ROIC,,10
865,FLEX,45.35,39.03,3.2,27.7,,25,116.3,,11.6,27.44,,26.51,34.75,2.36,,0.25,0.65,1.46,98.65,83.28,46.16,2.4,0.76,Grey,,,11.02,7.74,59.37,8.21,6.35,0.42,0.44,9.07,0.26,,10.5,8.9,,6.74,7.64,5.83,,,2.6,WACC vs ROIC,4,2.11,14.94,14.94,1.25,0.4,7/9,1.11,4.65,,53.64,1.42,1.37,,1284.5,12.88,74.9,0.94,,3.03,0.75,3.8,27.34,12.79,16.78,,11.6,Beneish M-Score,8.86,23.79,ROIC,,10
866,FLNC,26.97,47.43,-32.4,94.6,,-64,-16.5,,109.8,39.2,,47.52,45.78,2.88,,0.31,5.62,1.46,132.39,60.99,28.63,-0.35,0.14,Grey,,,-17.08,-18.2,-6.99,49.43,39.81,0.98,1.4,-5.85,0.25,,158.73,,35,46.5,3.8,,,,-5.54,WACC vs ROIC,-8.89,7.6,,,,1.49,2/9,,,,,,,,13.72,,,,,9.6,0.92,-6.06,-1080.03,-25.76,-26.06,,-24.9,Beneish M-Score,2.52,,ROIC,,
867,FLNG,-7.13,41.35,0.3,6.1,220.8,67.4,131.5,,47.6,38.28,10.03,0.88,39.5,0.88,,2.71,0.24,2.91,13.27,10.08,4.27,6.15,2.14,Grey,1.12,10.01,12.51,9.64,16.19,14.1,10.68,8.11,8.26,7.99,0.31,10.01,10.72,16.11,,5.64,61.76,2.18,,,38.88,WACC vs ROIC,58.84,1.84,11.18,11.18,,4.57,6/9,,,,8.57,0.98,,,,8.37,36,0.47,,1.84,2.88,5.32,10.81,9.56,16.29,,8.91,Beneish M-Score,-11.86,15.6,ROIC,,6
868,FLO,-4,39.03,0.1,4.6,5.1,5.7,11.1,-10.2,5,40.01,5.13,-8.3,39.21,3.22,,0.02,0.01,1.35,35.47,48.25,28.27,3.04,0.93,Grey,0.85,3.93,20.08,13.76,43.81,,,,1.27,4.98,0.42,3.93,,11.03,,,47.43,9.59,,,4.35,WACC vs ROIC,6.04,3.29,22.9,22.9,3.75,1,4/9,,,,34.33,7.48,0.98,,,16.53,79.26,4.61,1.53,40.89,0.89,6.26,22.87,10.87,14.7,,7.86,Beneish M-Score,3.6,21.81,ROIC,,10
869,FLR,30.59,58.43,-0.5,5.7,,,,,-4.9,58.72,,13.32,58.02,3.41,,0.73,2.33,1.53,,26.41,26.06,4.51,0.55,Grey,,,25.74,17,-130.22,7.51,6.23,0.22,0.25,3.89,0.27,,14.22,-20.86,29.1,4.88,1.85,0.44,,,-0.1,WACC vs ROIC,0.18,2.84,,,,0.36,6/9,,,,,,1.02,,,101.29,2370.68,,4.53,3.2,1.53,-0.22,32.33,4.12,-0.89,,-2.9,Beneish M-Score,2.69,,ROIC,,7
870,FLS,42.24,50.53,,1.5,1.7,-15.4,-7.3,,-2.7,43.95,2.15,24.82,48.11,3.41,,0.33,0.29,2,106.93,59.73,76.27,4.09,0.79,Grey,0.44,2.04,22.49,17.1,1350.95,12.82,11.3,1.39,1.56,4.45,0.38,2.04,16.67,-3.6,10,5.78,29.06,4.63,,,5.98,WACC vs ROIC,6.68,2.72,21.76,21.76,,1.31,5/9,,,,1118.84,2.92,0.89,,,63.02,285.84,,1.73,8.8,1.29,5.02,20.91,7.81,13.3,,8.77,Beneish M-Score,6.88,20.94,ROIC,,10
871,FLT,28.77,61.24,4.9,-7.3,,11.2,7.7,-13.4,14.9,56.06,,39.79,60.34,2.34,,0.19,0.19,1.08,,793.93,232.08,3.59,2.07,Grey,,,16.63,13.67,18.7,13.76,11.36,6.14,7.09,6.01,0.22,,13.72,13.58,,9.8,77.52,5.37,,,25.61,WACC vs ROIC,42.64,6.18,22,22,2.65,5.64,7/9,0.89,0.59,,14.74,,0.65,,,13.18,17.52,2.45,1.19,,1.08,6.36,112.45,18.72,34.14,,9.31,Beneish M-Score,-4.58,30.05,ROIC,,10
872,FLYW,19.21,43.2,-7.1,,,-13.8,-15.6,,36,25.78,,12.83,37.59,15.96,,2.49,253.92,3.15,,35.06,17.91,-0.15,,Grey,,,-149.78,-398.79,7762.76,-455.39,57.68,7.2,9.94,-0.67,0.77,,101.01,,,33.72,62.73,,,,-7.45,WACC vs ROIC,-8.37,7.15,,,,9.87,5/9,,,,5236.67,,,19.38,13.19,448.85,,,,11.71,3.15,-4.07,-174.74,-4.56,-5.39,,-12.95,Beneish M-Score,0.54,,ROIC,,
873,FMC,-19.19,22.17,1,11.2,9.8,12.1,17.1,5.1,9.5,24.67,9.96,-24.62,20.95,2.25,,0.22,0.2,1.44,205.56,129.34,195.39,3.87,1.4,Grey,0.4,3,12.77,10.9,105.55,10.37,9.12,2.36,2.46,7.83,0.28,3.07,10.66,16.8,3.4,-0.42,40.63,5.26,,,11.6,WACC vs ROIC,19.87,2.82,15.41,13.18,0.44,1.82,4/9,,,,77.8,,0.66,,,35.74,62.82,0.97,1.49,,0.96,5.48,34.05,14.25,18.83,,11.46,Beneish M-Score,0.83,17.63,ROIC,,10
